Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
NuGet.0005,NuGet package is deprecated,Active,Optional,1,PackUpWebService\CheckUpWebService.csproj,File,PackUpWebService\CheckUpWebService.csproj,,,Microsoft.Extensions.Caching.Memory 5.0.0,,,,,"Microsoft.Extensions.Caching.Memory, 5.0.0  Recommendation:  This package has been deprecated as part of the .NET Package Deprecation effort. You can learn more about it from https://github.com/dotnet/announcements/issues/217 Remove Microsoft.Extensions.Caching.Memory, and replace with new package Microsoft.Extensions.Caching.Memory, 10.0.3"
NuGet.0005,NuGet package is deprecated,Active,Optional,1,PackUpWebService\CheckUpWebService.csproj,File,PackUpWebService\CheckUpWebService.csproj,,,Microsoft.Extensions.Configuration.Abstractions 5.0.0,,,,,"Microsoft.Extensions.Configuration.Abstractions, 5.0.0  Recommendation:  This package has been deprecated as part of the .NET Package Deprecation effort. You can learn more about it from https://github.com/dotnet/announcements/issues/217 Remove Microsoft.Extensions.Configuration.Abstractions, and replace with new package Microsoft.Extensions.Configuration.Abstractions, 10.0.3"
NuGet.0005,NuGet package is deprecated,Active,Optional,1,PackUpWebService\CheckUpWebService.csproj,File,PackUpWebService\CheckUpWebService.csproj,,,Microsoft.Extensions.Configuration.Binder 5.0.0,,,,,"Microsoft.Extensions.Configuration.Binder, 5.0.0  Recommendation:  This package has been deprecated as part of the .NET Package Deprecation effort. You can learn more about it from https://github.com/dotnet/announcements/issues/217 Remove Microsoft.Extensions.Configuration.Binder, and replace with new package Microsoft.Extensions.Configuration.Binder, 10.0.3"
NuGet.0005,NuGet package is deprecated,Active,Optional,1,PackUpWebService\CheckUpWebService.csproj,File,PackUpWebService\CheckUpWebService.csproj,,,Microsoft.Extensions.DependencyInjection 5.0.1,,,,,"Microsoft.Extensions.DependencyInjection, 5.0.1  Recommendation:  This package has been deprecated as part of the .NET Package Deprecation effort. You can learn more about it from https://github.com/dotnet/announcements/issues/217 Remove Microsoft.Extensions.DependencyInjection, and replace with new package Microsoft.Extensions.DependencyInjection, 10.0.3"
NuGet.0005,NuGet package is deprecated,Active,Optional,1,PackUpWebService\CheckUpWebService.csproj,File,PackUpWebService\CheckUpWebService.csproj,,,Microsoft.Extensions.DependencyInjection.Abstractions 5.0.0,,,,,"Microsoft.Extensions.DependencyInjection.Abstractions, 5.0.0  Recommendation:  This package has been deprecated as part of the .NET Package Deprecation effort. You can learn more about it from https://github.com/dotnet/announcements/issues/217 Remove Microsoft.Extensions.DependencyInjection.Abstractions, and replace with new package Microsoft.Extensions.DependencyInjection.Abstractions, 10.0.3"
NuGet.0005,NuGet package is deprecated,Active,Optional,1,PackUpWebService\CheckUpWebService.csproj,File,PackUpWebService\CheckUpWebService.csproj,,,Microsoft.Extensions.Logging 5.0.0,,,,,"Microsoft.Extensions.Logging, 5.0.0  Recommendation:  This package has been deprecated as part of the .NET Package Deprecation effort. You can learn more about it from https://github.com/dotnet/announcements/issues/217 Remove Microsoft.Extensions.Logging, and replace with new package Microsoft.Extensions.Logging, 10.0.3"
NuGet.0005,NuGet package is deprecated,Active,Optional,1,PackUpWebService\CheckUpWebService.csproj,File,PackUpWebService\CheckUpWebService.csproj,,,Microsoft.Extensions.Logging.Abstractions 5.0.0,,,,,"Microsoft.Extensions.Logging.Abstractions, 5.0.0  Recommendation:  This package has been deprecated as part of the .NET Package Deprecation effort. You can learn more about it from https://github.com/dotnet/announcements/issues/217 Remove Microsoft.Extensions.Logging.Abstractions, and replace with new package Microsoft.Extensions.Logging.Abstractions, 10.0.3"
NuGet.0005,NuGet package is deprecated,Active,Optional,1,PackUpWebService\CheckUpWebService.csproj,File,PackUpWebService\CheckUpWebService.csproj,,,Microsoft.Extensions.Options 5.0.0,,,,,"Microsoft.Extensions.Options, 5.0.0  Recommendation:  This package has been deprecated as part of the .NET Package Deprecation effort. You can learn more about it from https://github.com/dotnet/announcements/issues/217 Remove Microsoft.Extensions.Options, and replace with new package Microsoft.Extensions.Options, 10.0.3"
NuGet.0005,NuGet package is deprecated,Active,Optional,1,PackUpWebService\CheckUpWebService.csproj,File,PackUpWebService\CheckUpWebService.csproj,,,Microsoft.Extensions.Options.ConfigurationExtensions 5.0.0,,,,,"Microsoft.Extensions.Options.ConfigurationExtensions, 5.0.0  Recommendation:  This package has been deprecated as part of the .NET Package Deprecation effort. You can learn more about it from https://github.com/dotnet/announcements/issues/217 Remove Microsoft.Extensions.Options.ConfigurationExtensions, and replace with new package Microsoft.Extensions.Options.ConfigurationExtensions, 10.0.3"
NuGet.0005,NuGet package is deprecated,Active,Optional,1,PackUpWebService\CheckUpWebService.csproj,File,PackUpWebService\CheckUpWebService.csproj,,,Microsoft.Extensions.Primitives 5.0.1,,,,,"Microsoft.Extensions.Primitives, 5.0.1  Recommendation:  This package has been deprecated as part of the .NET Package Deprecation effort. You can learn more about it from https://github.com/dotnet/announcements/issues/217 Remove Microsoft.Extensions.Primitives, and replace with new package Microsoft.Extensions.Primitives, 10.0.3"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,PackUpWebService\CheckUpWebService.csproj,File,PackUpWebService\CheckUpWebService.csproj,,,,,,,,Current target framework: net10.0 Recommended target framework: net11.0
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,PackUpWebService\CheckUpWebService.csproj,File,PackUpWebService\Infrastructure\UploadMultipartFormProvider.cs,23,12,M:System.Net.Http.MultipartFileStreamProvider.GetLocalFileName(System.Net.Http.Headers.HttpContentHeaders),,,,,return base.GetLocalFileName(headers);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,PackUpWebService\CheckUpWebService.csproj,File,PackUpWebService\Infrastructure\UploadMultipartFormProvider.cs,11,60,M:System.Net.Http.MultipartFormDataStreamProvider.#ctor(System.String),,,,,: base(rootPath)
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,PackUpWebService\CheckUpWebService.csproj,File,PackUpWebService\Infrastructure\UploadMultipartFormProvider.cs,11,60,M:System.Net.Http.MultipartFormDataStreamProvider.#ctor(System.String),,,,,: base(rootPath)
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,PackUpWebService\CheckUpWebService.csproj,File,PackUpWebService\Infrastructure\UploadMultipartFormProvider.cs,9,47,T:System.Net.Http.MultipartFormDataStreamProvider,,,,,MultipartFormDataStreamProvider
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,PackUpWebService\CheckUpWebService.csproj,File,PackUpWebService\Controllers\PackUpController.cs,173,28,T:System.Net.Http.HttpContent,,,,,response = JsonConvert.DeserializeObject<Response>(responseMsg.Content.ReadAsStringAsync().Result);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,PackUpWebService\CheckUpWebService.csproj,File,PackUpWebService\Controllers\PackUpController.cs,163,20,T:System.Net.Http.HttpContent,,,,,response = JsonConvert.DeserializeObject<Response>(responseMsg.Content.ReadAsStringAsync().Result);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,PackUpWebService\CheckUpWebService.csproj,File,PackUpWebService\Controllers\PackUpController.cs,135,28,T:System.Net.Http.HttpContent,,,,,response = JsonConvert.DeserializeObject<Response>(responseMsg.Content.ReadAsStringAsync().Result);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,PackUpWebService\CheckUpWebService.csproj,File,PackUpWebService\Controllers\PackUpController.cs,125,20,T:System.Net.Http.HttpContent,,,,,response = JsonConvert.DeserializeObject<Response>(responseMsg.Content.ReadAsStringAsync().Result);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,PackUpWebService\CheckUpWebService.csproj,File,PackUpWebService\Controllers\PackUpController.cs,95,24,T:System.Net.Http.HttpContent,,,,,response = JsonConvert.DeserializeObject<Response>(responseMsg.Content.ReadAsStringAsync().Result);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,PackUpWebService\CheckUpWebService.csproj,File,PackUpWebService\IdentityModels\AcraIdentityValidator.cs,21,12,T:System.Security.Cryptography.SHA1CryptoServiceProvider,,,,,SHA1CryptoServiceProvider sha1 = new SHA1CryptoServiceProvider();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,PackUpWebService\CheckUpWebService.csproj,File,PackUpWebService\Program.cs,20,8,T:Microsoft.AspNetCore.Hosting.IWebHost,,,,,public static IWebHost BuildWebHost(string[] args)
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,PackUpWebService\CheckUpWebService.csproj,File,PackUpWebService\Program.cs,21,12,T:Microsoft.AspNetCore.WebHost,,,,,WebHost.CreateDefaultBuilder(args)
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,PackUpWebService\CheckUpWebService.csproj,File,PackUpWebService\Program.cs,21,12,T:Microsoft.AspNetCore.Hosting.IWebHost,,,,,"WebHost.CreateDefaultBuilder(args)                  .UseStartup<Startup>()              .UseKestrel(options =>              {                  var configs = new ConfigurationBuilder()                          .SetBasePath(Directory.GetCurrentDirectory())                          .AddJsonFile(""appsettings.json"")                          .AddJsonFile(""appsettings_CICD.json"").Build();                  var hostConfig = configs.GetSection(""HostOptions"");                  bool useHttps;                  IPAddress ipAddress;                  int port;                  if (!Boolean.TryParse(hostConfig[""UseHttps""], out useHttps))                  {                      Console.WriteLine(""Invalid setting value for HostOptions/UseHttps"");                      throw new FormatException(""Input string was not in the correct format"");                  }                  if (!IPAddress.TryParse(hostConfig[""IPv4""], out ipAddress))                  {                      Console.WriteLine(""Invalid setting value for HostOptions/IPv4"");                      throw new FormatException(""Input string was not in the correct format"");                  }                  if (!Int32.TryParse(hostConfig[""Port""], out port))                  {                      Console.WriteLine(""Invalid setting value for HostOptions/Port"");                      throw new FormatException(""Input string was not in the correct format"");                  }                  options.Listen(new IPEndPoint(ipAddress, port));                }).Build()"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,PackUpWebService\CheckUpWebService.csproj,File,PackUpWebService\Program.cs,17,12,T:Microsoft.AspNetCore.Hosting.IWebHost,,,,,BuildWebHost(args).Run();
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,PackUpWebService\CheckUpWebService.csproj,File,PackUpWebService\Startup.cs,141,16,"M:Microsoft.AspNetCore.Builder.ExceptionHandlerExtensions.UseExceptionHandler(Microsoft.AspNetCore.Builder.IApplicationBuilder,System.String)",,,,,"app.UseExceptionHandler(""/Home/Error"");"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PackUpWebService\CheckUpWebService.csproj,File,PackUpWebService\Startup.cs,104,12,T:Microsoft.Extensions.DependencyInjection.ServiceCollectionExtensions,,,,,services.AddAutoMapper(Assembly.GetEntryAssembly());
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PackUpWebService\CheckUpWebService.csproj,File,PackUpWebService\Startup.cs,46,12,"M:Microsoft.Extensions.DependencyInjection.OptionsConfigurationServiceCollectionExtensions.Configure``1(Microsoft.Extensions.DependencyInjection.IServiceCollection,Microsoft.Extensions.Configuration.IConfiguration)",,,,,"services.Configure<AcraUtils.Configuration.PackUpConfig>(Configuration.GetSection(""VersionControl""));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PackUpWebService\CheckUpWebService.csproj,File,PackUpWebService\Startup.cs,45,12,"M:Microsoft.Extensions.DependencyInjection.OptionsConfigurationServiceCollectionExtensions.Configure``1(Microsoft.Extensions.DependencyInjection.IServiceCollection,Microsoft.Extensions.Configuration.IConfiguration)",,,,,"services.Configure<AcraUtils.Configuration.PackUpConfig>(Configuration.GetSection(""Time""));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PackUpWebService\CheckUpWebService.csproj,File,PackUpWebService\Startup.cs,44,12,"M:Microsoft.Extensions.DependencyInjection.OptionsConfigurationServiceCollectionExtensions.Configure``1(Microsoft.Extensions.DependencyInjection.IServiceCollection,Microsoft.Extensions.Configuration.IConfiguration)",,,,,"services.Configure<AcraUtils.Configuration.PackUpConfig>(Configuration.GetSection(""UploadSwitch""));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PackUpWebService\CheckUpWebService.csproj,File,PackUpWebService\Startup.cs,43,12,"M:Microsoft.Extensions.DependencyInjection.OptionsConfigurationServiceCollectionExtensions.Configure``1(Microsoft.Extensions.DependencyInjection.IServiceCollection,Microsoft.Extensions.Configuration.IConfiguration)",,,,,"services.Configure<AcraUtils.Configuration.PackUpConfig>(Configuration.GetSection(""CheckUpService""));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PackUpWebService\CheckUpWebService.csproj,File,PackUpWebService\Startup.cs,42,12,"M:Microsoft.Extensions.DependencyInjection.OptionsConfigurationServiceCollectionExtensions.Configure``1(Microsoft.Extensions.DependencyInjection.IServiceCollection,Microsoft.Extensions.Configuration.IConfiguration)",,,,,"services.Configure<AcraUtils.Configuration.PackUpConfig>(Configuration.GetSection(""FileDestination""));"
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,EkengWebService\EkengWebService.csproj,File,EkengWebService\EkengWebService.csproj,,,Microsoft.AspNetCore.App 2.2.0,,,,,"Microsoft.AspNetCore.App, 2.2.0  Recommendation:  Package functionality included with new framework reference"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,EkengWebService\EkengWebService.csproj,File,EkengWebService\EkengWebService.csproj,,,Microsoft.EntityFrameworkCore 5.0.6,,,,,"Microsoft.EntityFrameworkCore, 5.0.6  Recommendation:  Remove Microsoft.EntityFrameworkCore, and replace with new package Microsoft.EntityFrameworkCore 10.0.3"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,EkengWebService\EkengWebService.csproj,File,EkengWebService\EkengWebService.csproj,,,Microsoft.EntityFrameworkCore.Abstractions 5.0.6,,,,,"Microsoft.EntityFrameworkCore.Abstractions, 5.0.6  Recommendation:  Remove Microsoft.EntityFrameworkCore.Abstractions, and replace with new package Microsoft.EntityFrameworkCore.Abstractions 10.0.3"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,EkengWebService\EkengWebService.csproj,File,EkengWebService\EkengWebService.csproj,,,Microsoft.EntityFrameworkCore.Analyzers 5.0.6,,,,,"Microsoft.EntityFrameworkCore.Analyzers, 5.0.6  Recommendation:  Remove Microsoft.EntityFrameworkCore.Analyzers, and replace with new package Microsoft.EntityFrameworkCore.Analyzers 10.0.3"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,EkengWebService\EkengWebService.csproj,File,EkengWebService\EkengWebService.csproj,,,Microsoft.EntityFrameworkCore.Relational 5.0.5,,,,,"Microsoft.EntityFrameworkCore.Relational, 5.0.5  Recommendation:  Remove Microsoft.EntityFrameworkCore.Relational, and replace with new package Microsoft.EntityFrameworkCore.Relational 10.0.3"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,EkengWebService\EkengWebService.csproj,File,EkengWebService\EkengWebService.csproj,,,Microsoft.Extensions.Caching.Abstractions 5.0.0,,,,,"Microsoft.Extensions.Caching.Abstractions, 5.0.0  Recommendation:  Remove Microsoft.Extensions.Caching.Abstractions, and replace with new package Microsoft.Extensions.Caching.Abstractions 10.0.3"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,EkengWebService\EkengWebService.csproj,File,EkengWebService\EkengWebService.csproj,,,Microsoft.Extensions.Caching.Memory 5.0.0,,,,,"Microsoft.Extensions.Caching.Memory, 5.0.0  Recommendation:  Remove Microsoft.Extensions.Caching.Memory, and replace with new package Microsoft.Extensions.Caching.Memory 10.0.3"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,EkengWebService\EkengWebService.csproj,File,EkengWebService\EkengWebService.csproj,,,Microsoft.Extensions.Configuration.Abstractions 5.0.0,,,,,"Microsoft.Extensions.Configuration.Abstractions, 5.0.0  Recommendation:  Remove Microsoft.Extensions.Configuration.Abstractions, and replace with new package Microsoft.Extensions.Configuration.Abstractions 10.0.3"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,EkengWebService\EkengWebService.csproj,File,EkengWebService\EkengWebService.csproj,,,Microsoft.Extensions.Configuration.Binder 5.0.0,,,,,"Microsoft.Extensions.Configuration.Binder, 5.0.0  Recommendation:  Remove Microsoft.Extensions.Configuration.Binder, and replace with new package Microsoft.Extensions.Configuration.Binder 10.0.3"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,EkengWebService\EkengWebService.csproj,File,EkengWebService\EkengWebService.csproj,,,Microsoft.Extensions.DependencyInjection 5.0.1,,,,,"Microsoft.Extensions.DependencyInjection, 5.0.1  Recommendation:  Remove Microsoft.Extensions.DependencyInjection, and replace with new package Microsoft.Extensions.DependencyInjection 10.0.3"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,EkengWebService\EkengWebService.csproj,File,EkengWebService\EkengWebService.csproj,,,Microsoft.Extensions.DependencyInjection.Abstractions 5.0.0,,,,,"Microsoft.Extensions.DependencyInjection.Abstractions, 5.0.0  Recommendation:  Remove Microsoft.Extensions.DependencyInjection.Abstractions, and replace with new package Microsoft.Extensions.DependencyInjection.Abstractions 10.0.3"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,EkengWebService\EkengWebService.csproj,File,EkengWebService\EkengWebService.csproj,,,Microsoft.Extensions.Logging 5.0.0,,,,,"Microsoft.Extensions.Logging, 5.0.0  Recommendation:  Remove Microsoft.Extensions.Logging, and replace with new package Microsoft.Extensions.Logging 10.0.3"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,EkengWebService\EkengWebService.csproj,File,EkengWebService\EkengWebService.csproj,,,Microsoft.Extensions.Logging.Abstractions 5.0.0,,,,,"Microsoft.Extensions.Logging.Abstractions, 5.0.0  Recommendation:  Remove Microsoft.Extensions.Logging.Abstractions, and replace with new package Microsoft.Extensions.Logging.Abstractions 10.0.3"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,EkengWebService\EkengWebService.csproj,File,EkengWebService\EkengWebService.csproj,,,Microsoft.Extensions.Options 5.0.0,,,,,"Microsoft.Extensions.Options, 5.0.0  Recommendation:  Remove Microsoft.Extensions.Options, and replace with new package Microsoft.Extensions.Options 10.0.3"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,EkengWebService\EkengWebService.csproj,File,EkengWebService\EkengWebService.csproj,,,Microsoft.Extensions.Options.ConfigurationExtensions 5.0.0,,,,,"Microsoft.Extensions.Options.ConfigurationExtensions, 5.0.0  Recommendation:  Remove Microsoft.Extensions.Options.ConfigurationExtensions, and replace with new package Microsoft.Extensions.Options.ConfigurationExtensions 10.0.3"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,EkengWebService\EkengWebService.csproj,File,EkengWebService\EkengWebService.csproj,,,Microsoft.Extensions.Primitives 5.0.0,,,,,"Microsoft.Extensions.Primitives, 5.0.0  Recommendation:  Remove Microsoft.Extensions.Primitives, and replace with new package Microsoft.Extensions.Primitives 10.0.3"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,EkengWebService\EkengWebService.csproj,File,EkengWebService\EkengWebService.csproj,,,Microsoft.VisualStudio.Web.CodeGeneration.Design 2.2.0,,,,,"Microsoft.VisualStudio.Web.CodeGeneration.Design, 2.2.0  Recommendation:  Remove Microsoft.VisualStudio.Web.CodeGeneration.Design, and replace with new package Microsoft.VisualStudio.Web.CodeGeneration.Design 10.0.2"
NuGet.0004,NuGet package contains security vulnerability,Active,Optional,1,EkengWebService\EkengWebService.csproj,File,EkengWebService\EkengWebService.csproj,,,Microsoft.AspNetCore.App 2.2.0,,,,,"Microsoft.AspNetCore.App, 2.2.0  Recommendation:  Microsoft.AspNetCore.App, 2.2.8"
NuGet.0005,NuGet package is deprecated,Active,Optional,1,EkengWebService\EkengWebService.csproj,File,EkengWebService\EkengWebService.csproj,,,Microsoft.AspNetCore.App 2.2.0,,,,,"Microsoft.AspNetCore.App, 2.2.0  Recommendation:  This package has been deprecated as part of the .NET Package Deprecation effort. You can learn more about it from https://github.com/dotnet/announcements/issues/217 Remove Microsoft.AspNetCore.App, and replace with new package Microsoft.AspNetCore.App, 2.2.8"
NuGet.0005,NuGet package is deprecated,Active,Optional,1,EkengWebService\EkengWebService.csproj,File,EkengWebService\EkengWebService.csproj,,,Microsoft.EntityFrameworkCore 5.0.6,,,,,"Microsoft.EntityFrameworkCore, 5.0.6  Recommendation:  This package has been deprecated as part of the .NET Package Deprecation effort. You can learn more about it from https://github.com/dotnet/announcements/issues/217 Remove Microsoft.EntityFrameworkCore, and replace with new package Microsoft.EntityFrameworkCore, 10.0.3"
NuGet.0005,NuGet package is deprecated,Active,Optional,1,EkengWebService\EkengWebService.csproj,File,EkengWebService\EkengWebService.csproj,,,Microsoft.EntityFrameworkCore.Abstractions 5.0.6,,,,,"Microsoft.EntityFrameworkCore.Abstractions, 5.0.6  Recommendation:  This package has been deprecated as part of the .NET Package Deprecation effort. You can learn more about it from https://github.com/dotnet/announcements/issues/217 Remove Microsoft.EntityFrameworkCore.Abstractions, and replace with new package Microsoft.EntityFrameworkCore.Abstractions, 10.0.3"
NuGet.0005,NuGet package is deprecated,Active,Optional,1,EkengWebService\EkengWebService.csproj,File,EkengWebService\EkengWebService.csproj,,,Microsoft.EntityFrameworkCore.Analyzers 5.0.6,,,,,"Microsoft.EntityFrameworkCore.Analyzers, 5.0.6  Recommendation:  This package has been deprecated as part of the .NET Package Deprecation effort. You can learn more about it from https://github.com/dotnet/announcements/issues/217 Remove Microsoft.EntityFrameworkCore.Analyzers, and replace with new package Microsoft.EntityFrameworkCore.Analyzers, 10.0.3"
NuGet.0005,NuGet package is deprecated,Active,Optional,1,EkengWebService\EkengWebService.csproj,File,EkengWebService\EkengWebService.csproj,,,Microsoft.EntityFrameworkCore.Relational 5.0.5,,,,,"Microsoft.EntityFrameworkCore.Relational, 5.0.5  Recommendation:  This package has been deprecated as part of the .NET Package Deprecation effort. You can learn more about it from https://github.com/dotnet/announcements/issues/217 Remove Microsoft.EntityFrameworkCore.Relational, and replace with new package Microsoft.EntityFrameworkCore.Relational, 10.0.3"
NuGet.0005,NuGet package is deprecated,Active,Optional,1,EkengWebService\EkengWebService.csproj,File,EkengWebService\EkengWebService.csproj,,,Microsoft.Extensions.Caching.Abstractions 5.0.0,,,,,"Microsoft.Extensions.Caching.Abstractions, 5.0.0  Recommendation:  This package has been deprecated as part of the .NET Package Deprecation effort. You can learn more about it from https://github.com/dotnet/announcements/issues/217 Remove Microsoft.Extensions.Caching.Abstractions, and replace with new package Microsoft.Extensions.Caching.Abstractions, 10.0.3"
NuGet.0005,NuGet package is deprecated,Active,Optional,1,EkengWebService\EkengWebService.csproj,File,EkengWebService\EkengWebService.csproj,,,Microsoft.Extensions.Caching.Memory 5.0.0,,,,,"Microsoft.Extensions.Caching.Memory, 5.0.0  Recommendation:  This package has been deprecated as part of the .NET Package Deprecation effort. You can learn more about it from https://github.com/dotnet/announcements/issues/217 Remove Microsoft.Extensions.Caching.Memory, and replace with new package Microsoft.Extensions.Caching.Memory, 10.0.3"
NuGet.0005,NuGet package is deprecated,Active,Optional,1,EkengWebService\EkengWebService.csproj,File,EkengWebService\EkengWebService.csproj,,,Microsoft.Extensions.Configuration.Abstractions 5.0.0,,,,,"Microsoft.Extensions.Configuration.Abstractions, 5.0.0  Recommendation:  This package has been deprecated as part of the .NET Package Deprecation effort. You can learn more about it from https://github.com/dotnet/announcements/issues/217 Remove Microsoft.Extensions.Configuration.Abstractions, and replace with new package Microsoft.Extensions.Configuration.Abstractions, 10.0.3"
NuGet.0005,NuGet package is deprecated,Active,Optional,1,EkengWebService\EkengWebService.csproj,File,EkengWebService\EkengWebService.csproj,,,Microsoft.Extensions.Configuration.Binder 5.0.0,,,,,"Microsoft.Extensions.Configuration.Binder, 5.0.0  Recommendation:  This package has been deprecated as part of the .NET Package Deprecation effort. You can learn more about it from https://github.com/dotnet/announcements/issues/217 Remove Microsoft.Extensions.Configuration.Binder, and replace with new package Microsoft.Extensions.Configuration.Binder, 10.0.3"
NuGet.0005,NuGet package is deprecated,Active,Optional,1,EkengWebService\EkengWebService.csproj,File,EkengWebService\EkengWebService.csproj,,,Microsoft.Extensions.DependencyInjection 5.0.1,,,,,"Microsoft.Extensions.DependencyInjection, 5.0.1  Recommendation:  This package has been deprecated as part of the .NET Package Deprecation effort. You can learn more about it from https://github.com/dotnet/announcements/issues/217 Remove Microsoft.Extensions.DependencyInjection, and replace with new package Microsoft.Extensions.DependencyInjection, 10.0.3"
NuGet.0005,NuGet package is deprecated,Active,Optional,1,EkengWebService\EkengWebService.csproj,File,EkengWebService\EkengWebService.csproj,,,Microsoft.Extensions.DependencyInjection.Abstractions 5.0.0,,,,,"Microsoft.Extensions.DependencyInjection.Abstractions, 5.0.0  Recommendation:  This package has been deprecated as part of the .NET Package Deprecation effort. You can learn more about it from https://github.com/dotnet/announcements/issues/217 Remove Microsoft.Extensions.DependencyInjection.Abstractions, and replace with new package Microsoft.Extensions.DependencyInjection.Abstractions, 10.0.3"
NuGet.0005,NuGet package is deprecated,Active,Optional,1,EkengWebService\EkengWebService.csproj,File,EkengWebService\EkengWebService.csproj,,,Microsoft.Extensions.Logging 5.0.0,,,,,"Microsoft.Extensions.Logging, 5.0.0  Recommendation:  This package has been deprecated as part of the .NET Package Deprecation effort. You can learn more about it from https://github.com/dotnet/announcements/issues/217 Remove Microsoft.Extensions.Logging, and replace with new package Microsoft.Extensions.Logging, 10.0.3"
NuGet.0005,NuGet package is deprecated,Active,Optional,1,EkengWebService\EkengWebService.csproj,File,EkengWebService\EkengWebService.csproj,,,Microsoft.Extensions.Logging.Abstractions 5.0.0,,,,,"Microsoft.Extensions.Logging.Abstractions, 5.0.0  Recommendation:  This package has been deprecated as part of the .NET Package Deprecation effort. You can learn more about it from https://github.com/dotnet/announcements/issues/217 Remove Microsoft.Extensions.Logging.Abstractions, and replace with new package Microsoft.Extensions.Logging.Abstractions, 10.0.3"
NuGet.0005,NuGet package is deprecated,Active,Optional,1,EkengWebService\EkengWebService.csproj,File,EkengWebService\EkengWebService.csproj,,,Microsoft.Extensions.Options 5.0.0,,,,,"Microsoft.Extensions.Options, 5.0.0  Recommendation:  This package has been deprecated as part of the .NET Package Deprecation effort. You can learn more about it from https://github.com/dotnet/announcements/issues/217 Remove Microsoft.Extensions.Options, and replace with new package Microsoft.Extensions.Options, 10.0.3"
NuGet.0005,NuGet package is deprecated,Active,Optional,1,EkengWebService\EkengWebService.csproj,File,EkengWebService\EkengWebService.csproj,,,Microsoft.Extensions.Options.ConfigurationExtensions 5.0.0,,,,,"Microsoft.Extensions.Options.ConfigurationExtensions, 5.0.0  Recommendation:  This package has been deprecated as part of the .NET Package Deprecation effort. You can learn more about it from https://github.com/dotnet/announcements/issues/217 Remove Microsoft.Extensions.Options.ConfigurationExtensions, and replace with new package Microsoft.Extensions.Options.ConfigurationExtensions, 10.0.3"
NuGet.0005,NuGet package is deprecated,Active,Optional,1,EkengWebService\EkengWebService.csproj,File,EkengWebService\EkengWebService.csproj,,,Microsoft.Extensions.Primitives 5.0.0,,,,,"Microsoft.Extensions.Primitives, 5.0.0  Recommendation:  This package has been deprecated as part of the .NET Package Deprecation effort. You can learn more about it from https://github.com/dotnet/announcements/issues/217 Remove Microsoft.Extensions.Primitives, and replace with new package Microsoft.Extensions.Primitives, 10.0.3"
